"age","gender","married","has_children","home_country","home_city","home_airport","sign_up_date","user_id","num_clicks","user_visit_frequency","avg_session_duration","session_duration_total","days_since_last_session","membership_days","bounce_rate","avg_click_rate","repeat_booking_count","num_flights","avg_num_bags","num_seats_booked","avg_km_flown","time_after_booking_days","flight_booking_rate","hotel_booking_rate","flight_discount_effectiveness","hotel_discount_effectiveness","money_spend_hotel","total_spent","customer_value","travel_type","user_perks"
"44","F","false","false","canada","hamilton","YHM","2023-01-10","521031","145","8","133.25","1066","578 days 07:24:00","763","0.13","8.16","6","10","0.40","1.60","1401.90","6.80","0.63","0.75","0","1","3457.05","24021.75","low_value_Customer","Local","Free Meal"
"43","M","true","true","usa","chicago","ORD","2023-01-10","521033","151","8","140.25","1122","598 days 02:49:00","763","0.38","7.93","4","8","0.50","1.25","1125.75","7.25","0.50","0.38","0","2","2464.10","10098.02","low_value_Customer","Family","Free Cancelation"
"42","F","false","false","usa","houston","EFD","2023-01-10","521044","176","9","145.78","1312","592 days 14:41:00","763","0.00","8.04","4","6","0.33","1.00","2009.81","7.67","0.33","0.44","0","0","2707.00","8975.86","low_value_Customer","Solo","10% Discount on next trip"
"40","F","false","false","usa","burlington","BTV","2023-01-10","521060","170","8","158.63","1269","606 days 02:29:00","763","0.13","7.93","5","8","1.00","1.25","2576.15","6.25","0.50","0.63","0","2","2593.40","19989.72","low_value_Customer","Local","Free Meal"
"60","F","true","false","usa","little rock","LIT","2023-01-10","521062","87","9","71.33","642","584 days 09:27:00","763","0.33","8.11","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"45","F","true","true","usa","new york","LGA","2023-01-10","521065","92","7","98.29","688","646 days 04:47:00","763","0.14","7.95","4","8","1.00","2.25","2213.95","75.25","0.57","0.29","1","1","331.25","17971.81","low_value_Customer","Family","Free Cancelation"
"42","F","false","false","usa","knoxville","TYS","2023-01-10","521066","146","8","135.63","1085","593 days 07:28:00","763","0.13","8.09","4","8","1.50","1.00","2100.51","7.25","0.50","0.50","0","1","2398.70","14076.22","low_value_Customer","Solo","10% Discount on next trip"
"51","F","true","true","usa","knoxville","TYS","2023-01-10","521070","174","9","145.44","1309","593 days 06:23:00","763","0.11","7.94","6","12","0.33","1.33","3563.84","48.17","0.67","0.56","0","1","2663.20","86320.36","high_value_Customer","Family","Free Cancelation"
"31","F","false","true","usa","dallas","DAL","2023-01-10","521109","123","8","114.13","913","577 days 09:52:00","763","0.38","8.02","3","6","0.33","1.00","1429.62","7.00","0.38","0.25","0","0","1435.00","5801.32","low_value_Customer","Solo","10% Discount on next trip"
"42","F","true","false","usa","chicago","MDW","2023-01-10","521127","219","9","181.67","1635","574 days 06:14:00","763","0.11","8.04","5","6","0.67","1.00","2081.63","6.00","0.33","0.56","1","2","5108.20","11788.78","low_value_Customer","Solo","10% Discount on next trip"
"46","F","true","false","canada","winnipeg","YWG","2023-01-10","521152","129","9","107.11","964","611 days 09:24:00","763","0.33","7.98","3","6","0.00","1.67","1962.56","6.33","0.33","0.33","0","0","6496.00","17549.80","high_value_Customer","Local","Free Meal"
"44","M","false","false","usa","chicago","MDW","2023-01-10","521170","111","8","103.38","827","578 days 10:37:00","763","0.13","8.00","3","4","0.50","2.50","895.60","9.00","0.25","0.38","0","0","5213.00","9202.96","low_value_Customer","Groups","Discount at special events"
"47","F","true","true","usa","los angeles","LAX","2023-01-10","521185","133","8","123.50","988","601 days 05:19:00","763","0.38","8.09","4","4","1.00","1.00","3201.29","5.50","0.25","0.50","0","2","2739.95","7041.19","low_value_Customer","Solo","10% Discount on next trip"
"54","F","false","false","usa","boston","BOS","2023-01-10","521186","106","8","99.50","796","654 days 09:20:00","763","0.25","7.99","3","6","0.67","1.00","3760.76","4.67","0.38","0.38","0","2","4079.20","15033.52","high_value_Customer","Solo","10% Discount on next trip"
"75","F","true","false","usa","orlando","ORL","2023-01-10","521187","130","9","108.44","976","599 days 01:20:00","763","0.44","7.98","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"28","F","false","false","usa","wichita","ICT","2023-01-10","521192","115","8","106.25","850","623 days 11:23:00","763","0.38","8.03","3","4","1.00","1.00","1427.03","7.00","0.25","0.38","1","0","2299.00","4327.56","low_value_Customer","Solo","10% Discount on next trip"
"58","F","true","true","usa","memphis","MEM","2023-01-10","521201","55","8","51.25","410","571 days 07:38:00","763","0.63","8.11","1","2","0.00","1.00","1788.70","5.00","0.13","0.13","1","0","63.00","632.62","low_value_Customer","Business","Free Priority Boarding"
"26","M","false","false","usa","bakersfield","BFL","2023-01-10","521211","71","8","65.88","527","601 days 08:11:00","763","0.25","8.09","1","0","","","","","0.00","0.13","0","0","582.00","","low_value_Customer","Local","Free Meal"
"42","M","true","true","usa","dallas","DAL","2023-01-10","521212","106","7","247.00","1729","624 days 02:50:00","763","0.29","6.98","4","6","1.33","1.33","1274.54","6.67","0.43","0.57","1","1","4529.10","8566.62","low_value_Customer","Family","Free Cancelation"
"35","F","false","false","usa","seattle","SEA","2023-01-10","521235","194","8","179.88","1439","580 days 08:38:00","763","0.13","8.10","5","10","1.20","1.80","2699.35","44.80","0.63","0.63","2","0","3709.00","44000.20","high_value_Customer","Local","Free Meal"
"32","M","false","false","usa","sacramento","MHR","2023-01-10","521250","155","8","142.63","1141","650 days 11:22:00","763","0.38","8.15","2","4","0.00","1.00","3087.16","7.00","0.25","0.13","1","0","75.00","4534.44","low_value_Customer","Business","Free Priority Boarding"
"36","F","false","false","usa","knoxville","TYS","2023-01-10","521259","143","8","133.25","1066","665 days 09:55:00","763","0.25","7.94","2","4","0.00","1.00","2283.96","7.00","0.25","0.25","1","1","436.80","3521.00","low_value_Customer","Solo","10% Discount on next trip"
"33","F","false","false","usa","columbus","CMH","2023-01-10","521282","158","8","145.88","1167","582 days 07:51:00","763","0.25","8.15","2","4","1.00","1.00","2139.51","9.50","0.25","0.13","0","0","448.00","3601.04","low_value_Customer","Solo","10% Discount on next trip"
"34","F","false","false","canada","hamilton","YHM","2023-01-10","521286","93","8","87.25","698","678 days 05:26:00","763","0.50","7.93","1","2","1.00","1.00","3466.22","7.00","0.13","0.13","0","0","112.00","1366.14","low_value_Customer","Business","Free Priority Boarding"
"36","F","true","false","usa","akron","AKR","2023-01-10","521293","141","8","130.75","1046","582 days 15:05:00","763","0.38","8.01","5","10","0.40","1.00","1123.85","7.00","0.63","0.63","0","2","2584.80","12425.00","low_value_Customer","Solo","10% Discount on next trip"
"41","F","false","true","usa","baton rouge","BTR","2023-01-10","521295","102","8","94.50","756","627 days 06:47:00","763","0.38","8.14","2","4","0.50","1.00","1566.86","5.00","0.25","0.25","1","1","1027.50","3444.26","low_value_Customer","Solo","10% Discount on next trip"
"38","F","false","false","usa","san jose","SJC","2023-01-10","521298","133","8","123.88","991","606 days 08:40:00","763","0.25","8.00","3","6","0.33","2.00","1746.05","7.00","0.38","0.25","0","1","2961.70","9785.50","low_value_Customer","Couple","Free hotel night"
"51","F","false","true","usa","detroit","YIP","2023-01-10","521309","116","8","108.63","869","623 days 15:12:00","763","0.38","8.09","2","4","1.00","1.00","2697.13","8.50","0.25","0.25","1","1","184.00","3803.48","low_value_Customer","Business","Free Priority Boarding"
"44","F","false","false","usa","nashville","BNA","2023-01-10","521316","164","9","134.44","1210","588 days 07:09:00","763","0.33","8.05","3","4","0.50","1.00","1425.77","8.50","0.22","0.33","1","2","1490.20","3359.72","low_value_Customer","Solo","10% Discount on next trip"
"64","F","false","false","usa","cleveland","CLE","2023-01-10","521331","94","9","77.22","695","682 days 20:09:00","763","0.56","8.05","2","3","0.50","1.00","4793.31","101.00","0.22","0.11","0","0","288.00","5148.90","low_value_Customer","Solo","10% Discount on next trip"
"34","F","false","false","usa","denver","DEN","2023-01-10","521335","96","7","228.71","1601","607 days 05:31:00","763","0.43","7.08","4","6","0.00","1.00","1156.90","7.67","0.43","0.57","0","0","2098.00","5798.14","low_value_Customer","Solo","10% Discount on next trip"
"37","F","false","false","usa","charlotte","CLT","2023-01-10","521343","181","9","150.56","1355","597 days 06:30:00","763","0.11","8.04","5","10","0.60","1.20","747.47","7.00","0.56","0.33","1","0","1493.00","9183.30","low_value_Customer","Local","Free Meal"
"57","F","true","false","usa","new york","JFK","2023-01-10","521379","82","8","76.13","609","658 days 09:19:00","763","0.63","8.09","2","4","0.00","1.00","3595.15","10.00","0.25","0.25","0","0","542.00","5931.88","low_value_Customer","Solo","10% Discount on next trip"
"41","F","true","false","usa","chicago","MDW","2023-01-10","521392","102","8","93.75","750","578 days 18:46:00","763","0.25","8.14","2","2","0.00","1.00","1618.39","3.00","0.13","0.25","0","0","1468.00","2110.56","low_value_Customer","Solo","10% Discount on next trip"
"46","F","false","false","usa","detroit","DTW","2023-01-10","521404","144","8","133.88","1071","595 days 10:04:00","763","0.13","8.03","5","8","0.50","1.25","1605.01","7.25","0.50","0.63","0","0","2304.00","14954.24","low_value_Customer","Local","Free Meal"
"56","F","true","false","usa","san diego","NZY","2023-01-10","521408","118","8","108.63","869","602 days 02:11:00","763","0.13","8.22","2","4","1.00","1.00","3746.25","7.50","0.25","0.25","2","0","2829.00","8121.80","low_value_Customer","Solo","10% Discount on next trip"
"48","F","true","false","usa","new york","JFK","2023-01-10","521416","102","8","96.25","770","685 days 04:12:00","763","0.25","7.88","3","6","0.67","1.33","1003.10","5.00","0.38","0.38","0","0","1141.00","4450.78","low_value_Customer","Local","Free Meal"
"49","F","true","false","usa","los angeles","LAX","2023-01-10","521434","142","8","131.88","1055","584 days 03:28:00","763","0.00","8.09","4","8","1.25","1.25","3083.16","7.00","0.50","0.38","1","0","1677.00","22529.32","high_value_Customer","Local","Free Meal"
"59","F","true","true","usa","indianapolis","IND","2023-01-10","521462","168","8","156.25","1250","578 days 05:26:00","763","0.00","8.04","3","6","1.00","1.67","1657.17","7.33","0.38","0.25","0","0","1104.00","8545.74","low_value_Customer","Family","Free Cancelation"
"18","F","false","false","usa","san francisco","SFO","2023-01-10","521474","67","8","63.25","506","597 days 07:39:00","763","0.50","7.94","1","2","2.00","2.00","4293.28","7.00","0.13","0.13","0","0","144.00","2908.80","low_value_Customer","Couple","Free hotel night"
"36","F","false","false","usa","philadelphia","PNE","2023-01-10","521491","167","7","176.86","1238","678 days 03:08:00","763","0.00","8.11","5","8","0.50","1.25","3101.47","53.50","0.57","0.43","0","1","4708.50","30467.30","high_value_Customer","Local","Free Meal"
"56","F","true","false","usa","new york","LGA","2023-01-10","521509","182","8","168.75","1350","599 days 10:17:00","763","0.25","7.99","4","8","0.50","1.25","1570.93","8.75","0.50","0.50","0","0","3343.00","13258.60","low_value_Customer","Local","Free Meal"
"50","F","true","false","usa","chicago","MDW","2023-01-10","521510","103","8","95.75","766","591 days 02:43:00","763","0.50","7.99","3","4","1.50","1.00","1249.34","8.50","0.25","0.38","0","0","959.00","2963.92","low_value_Customer","Business","Free Priority Boarding"
"30","F","false","true","usa","nashville","BNA","2023-01-10","521514","92","8","86.75","694","613 days 08:44:00","763","0.63","7.93","2","4","0.50","1.00","813.70","5.50","0.25","0.25","1","2","1248.30","2375.78","low_value_Customer","Solo","10% Discount on next trip"
"34","F","false","false","usa","new york","LGA","2023-01-10","521587","127","8","116.88","935","590 days 04:15:00","763","0.38","8.15","4","7","0.50","1.25","1780.06","6.00","0.50","0.50","0","0","657.00","14755.56","low_value_Customer","Local","Free Meal"
"42","F","false","false","usa","bakersfield","BFL","2023-01-10","521607","132","8","123.00","984","617 days 04:44:00","763","0.25","8.13","3","6","0.33","1.00","2647.61","7.33","0.38","0.38","2","1","758.20","9811.06","low_value_Customer","Solo","10% Discount on next trip"
"52","M","true","true","canada","toronto","YYZ","2023-01-10","521609","120","8","111.63","893","688 days 09:30:00","763","0.38","7.99","2","4","0.50","1.50","442.69","5.50","0.25","0.25","0","0","2352.00","3213.24","low_value_Customer","Family","Free Cancelation"
"59","F","true","false","usa","lubbock","LBB","2023-01-10","521642","104","9","86.44","778","572 days 04:17:00","763","0.33","8.06","2","0","","","","","0.00","0.22","0","1","1747.60","","low_value_Customer","Local","Free Meal"
"28","F","false","false","canada","montreal","YUL","2023-01-10","521657","139","8","129.63","1037","579 days 09:04:00","763","0.13","7.91","3","4","1.00","1.00","3835.82","15.00","0.25","0.38","0","0","1548.00","6482.96","low_value_Customer","Solo","10% Discount on next trip"
"50","F","true","false","usa","new york","LGA","2023-01-10","521658","143","9","117.67","1059","622 days 04:53:00","763","0.33","8.07","5","8","0.00","1.00","2257.52","7.25","0.44","0.56","0","0","1437.00","14266.92","low_value_Customer","Solo","10% Discount on next trip"
"35","M","false","false","usa","san francisco","SFO","2023-01-10","521663","140","8","131.25","1050","702 days 12:47:00","763","0.25","8.03","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"39","M","true","false","canada","halifax","YAW","2023-01-10","521695","108","9","88.78","799","587 days 02:33:00","763","0.22","8.13","4","4","0.33","1.00","2300.40","6.00","0.33","0.44","0","1","2919.80","5782.56","low_value_Customer","Solo","10% Discount on next trip"
"48","F","true","false","usa","nashville","BNA","2023-01-10","521708","175","8","162.63","1301","685 days 14:04:00","763","0.25","7.96","4","8","0.75","1.00","1545.60","7.00","0.50","0.38","1","1","1332.00","10462.64","low_value_Customer","Solo","10% Discount on next trip"
"21","F","false","false","usa","new york","JFK","2023-01-10","521719","148","8","137.88","1103","601 days 04:45:00","763","0.13","8.03","1","2","0.00","1.00","1198.62","5.00","0.13","0.13","0","0","232.00","704.04","low_value_Customer","Business","Free Priority Boarding"
"45","M","false","false","usa","indianapolis","IND","2023-01-10","521720","122","8","114.75","918","581 days 07:05:00","763","0.38","7.87","4","8","0.75","1.00","1930.75","7.25","0.50","0.50","0","1","3719.80","14950.92","low_value_Customer","Solo","10% Discount on next trip"
"39","F","false","false","canada","calgary","YYC","2023-01-10","521743","170","8","157.88","1263","574 days 17:16:00","763","0.13","8.05","7","14","0.29","1.00","2077.87","6.71","0.88","0.75","0","1","1702.10","39730.44","high_value_Customer","Solo","Free upgade to premium class ticket"
"41","M","false","false","usa","philadelphia","PNE","2023-01-10","521748","115","9","94.33","849","668 days 07:03:00","763","0.00","8.13","3","4","0.50","1.00","589.93","4.50","0.22","0.33","0","1","2181.40","3030.72","low_value_Customer","Solo","10% Discount on next trip"
"48","F","false","false","usa","omaha","OFF","2023-01-10","521768","106","8","99.25","794","669 days 06:31:00","763","0.50","8.06","3","6","0.67","1.00","1476.32","8.00","0.38","0.25","0","0","1323.00","6149.46","low_value_Customer","Business","Free Priority Boarding"
"25","F","false","false","usa","los angeles","LAX","2023-01-10","521785","180","9","148.33","1335","577 days 18:03:00","763","0.22","8.07","2","2","0.00","1.00","1752.22","8.00","0.11","0.22","0","0","2505.00","3108.04","low_value_Customer","Solo","10% Discount on next trip"
"43","F","true","true","canada","toronto","YKZ","2023-01-10","521814","160","8","148.63","1189","616 days 09:08:00","763","0.13","8.08","6","12","0.17","1.17","1697.88","7.33","0.75","0.63","0","2","2153.85","32795.25","high_value_Customer","Family","Free Cancelation"
"18","F","false","false","usa","boston","BOS","2023-01-10","521818","94","7","99.86","699","683 days 09:07:00","763","0.29","8.08","2","4","0.50","1.00","7963.56","87.50","0.29","0.29","0","1","1305.60","12582.04","high_value_Customer","Solo","10% Discount on next trip"
"41","M","false","false","usa","new york","LGA","2023-01-10","521859","164","8","152.50","1220","577 days 09:06:00","763","0.25","7.99","5","9","0.40","1.00","1868.90","7.80","0.63","0.63","0","0","1370.00","15439.34","low_value_Customer","Solo","10% Discount on next trip"
"45","F","true","true","usa","richmond","RIC","2023-01-10","521865","215","9","178.56","1607","584 days 03:39:00","763","0.00","8.02","4","7","0.50","1.00","1620.75","7.50","0.44","0.44","1","0","2008.00","9766.52","low_value_Customer","Solo","10% Discount on next trip"
"33","F","false","false","usa","tulsa","TUL","2023-01-10","521883","97","9","80.33","723","625 days 10:22:00","763","0.33","8.07","3","6","1.00","1.33","2041.70","61.00","0.33","0.11","1","0","208.00","8939.38","low_value_Customer","Local","Free Meal"
"53","F","false","true","usa","jacksonville","LRF","2023-01-10","521884","129","8","119.38","955","627 days 21:33:00","763","0.13","8.08","2","4","1.00","2.00","1753.13","5.00","0.25","0.25","1","0","805.00","7083.40","low_value_Customer","Couple","Free hotel night"
"45","M","true","true","usa","houston","HOU","2023-01-10","521885","104","8","97.88","783","618 days 10:10:00","763","0.25","7.93","2","4","1.00","1.00","1972.08","9.50","0.25","0.25","0","0","960.00","3869.00","low_value_Customer","Business","Free Priority Boarding"
"34","F","false","true","usa","bakersfield","BFL","2023-01-10","521904","111","9","90.56","815","596 days 22:38:00","763","0.33","8.12","1","2","0.00","1.00","1215.70","4.00","0.11","0.11","0","0","207.00","642.10","low_value_Customer","Business","Free Priority Boarding"
"50","F","true","true","usa","san antonio","SAT","2023-01-10","521921","104","8","96.13","769","601 days 05:48:00","763","0.25","8.06","1","2","0.00","2.00","2689.03","7.00","0.13","0.13","0","0","376.00","2093.18","low_value_Customer","Couple","Free hotel night"
"42","F","false","false","canada","edmonton","YED","2023-01-10","521925","118","8","108.13","865","577 days 07:10:00","763","0.00","8.19","5","6","0.33","1.00","2381.33","6.00","0.38","0.63","1","1","4688.95","12682.87","low_value_Customer","Solo","10% Discount on next trip"
"29","F","true","true","usa","new orleans","MSY","2023-01-10","521941","88","8","80.63","645","581 days 03:42:00","763","0.50","8.28","3","4","0.50","1.00","2523.89","7.00","0.25","0.38","0","0","4346.00","7625.64","low_value_Customer","Solo","10% Discount on next trip"
"53","F","true","false","usa","philadelphia","PNE","2023-01-10","521943","100","8","93.00","744","579 days 14:50:00","763","0.50","8.01","3","6","0.67","1.00","3009.82","8.67","0.38","0.38","0","0","1275.00","10544.88","low_value_Customer","Solo","10% Discount on next trip"
"28","F","false","false","canada","toronto","YTZ","2023-01-10","521956","164","8","151.63","1213","592 days 07:00:00","763","0.13","8.10","4","8","0.50","1.25","1678.15","7.25","0.50","0.50","0","0","1978.00","11922.96","low_value_Customer","Local","Free Meal"
"25","M","true","false","canada","toronto","YZD","2023-01-10","521963","116","8","108.88","871","590 days 04:28:00","763","0.50","7.89","2","2","0.00","2.00","572.44","5.00","0.13","0.25","1","0","1512.00","1914.00","low_value_Customer","Couple","Free hotel night"
"52","M","true","true","usa","omaha","OMA","2023-01-10","521986","171","10","128.00","1280","621 days 06:56:00","763","0.20","7.92","2","2","1.00","1.00","1848.83","10.00","0.10","0.20","0","0","1864.00","2501.68","low_value_Customer","Solo","10% Discount on next trip"
"34","F","true","true","usa","los angeles","LAX","2023-01-10","521992","142","9","116.44","1048","617 days 12:51:00","763","0.33","8.17","4","8","0.75","1.25","3356.55","8.00","0.44","0.44","1","2","2716.80","25765.52","high_value_Customer","Family","Free Cancelation"
"32","F","true","false","usa","new york","JFK","2023-01-10","521997","125","8","116.75","934","586 days 17:19:00","763","0.25","7.97","4","4","0.00","1.00","2570.00","5.50","0.25","0.50","0","0","2314.00","6052.80","low_value_Customer","Solo","10% Discount on next trip"
"67","F","true","false","usa","sacramento","MCC","2023-01-10","522001","141","8","130.75","1046","693 days 06:31:00","763","0.25","8.08","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"47","F","false","true","usa","nashville","BNA","2023-01-10","522005","105","8","98.25","786","602 days 17:35:00","763","0.38","7.97","5","6","0.00","1.00","1786.60","6.00","0.38","0.63","0","1","5875.60","11703.70","low_value_Customer","Solo","10% Discount on next trip"
"51","F","true","false","canada","edmonton","YEG","2023-01-10","522062","137","8","126.75","1014","604 days 06:04:00","763","0.00","8.11","4","8","0.50","1.00","2588.61","4.75","0.50","0.38","0","0","1075.00","17501.96","low_value_Customer","Solo","10% Discount on next trip"
"40","F","true","true","usa","corpus christi","CRP","2023-01-10","522086","200","11","135.18","1487","597 days 13:47:00","763","0.00","8.10","2","4","0.00","1.00","2271.04","6.50","0.18","0.18","2","0","1382.00","4645.16","low_value_Customer","Solo","10% Discount on next trip"
"23","F","false","true","usa","philadelphia","PHL","2023-01-10","522111","141","7","150.00","1050","631 days 11:57:00","763","0.14","8.07","4","5","0.67","1.67","4155.35","109.00","0.43","0.29","0","0","1332.00","17508.45","low_value_Customer","Family","Free Cancelation"
"45","F","true","true","canada","toronto","YKZ","2023-01-10","522112","92","8","85.75","686","663 days 08:22:00","763","0.38","8.06","2","4","0.50","1.00","1926.03","7.00","0.25","0.25","0","0","290.00","3390.76","low_value_Customer","Business","Free Priority Boarding"
"40","M","false","true","usa","chicago","MDW","2023-01-10","522115","119","7","225.14","1576","613 days 05:21:00","763","0.00","7.01","4","7","0.75","1.00","1131.32","5.50","0.57","0.57","0","1","3285.30","8394.25","low_value_Customer","Solo","10% Discount on next trip"
"51","F","true","false","usa","des moines","DSM","2023-01-10","522118","95","8","88.75","710","584 days 04:40:00","763","0.38","8.08","3","6","0.67","1.00","1277.27","5.67","0.38","0.25","0","0","790.00","4902.46","low_value_Customer","Business","Free Priority Boarding"
"18","F","false","true","usa","houston","IAH","2023-01-10","522134","42","8","39.25","314","577 days 04:20:00","763","0.63","8.00","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"32","F","false","true","usa","dallas","DAL","2023-01-10","522152","120","7","128.43","899","716 days 06:43:00","763","0.14","8.03","2","4","1.50","1.50","2029.34","86.50","0.29","0.29","0","0","1931.00","6102.76","low_value_Customer","Family","Free Cancelation"
"38","F","false","false","usa","louisville","LOU","2023-01-10","522171","189","8","175.38","1403","598 days 20:45:00","763","0.13","8.10","4","6","0.67","1.67","527.05","6.00","0.38","0.38","0","0","4758.00","7035.72","low_value_Customer","Local","Free Meal"
"42","M","true","true","usa","dallas","DAL","2023-01-10","522179","136","8","127.38","1019","625 days 17:23:00","763","0.25","7.99","3","6","1.00","1.67","1324.31","6.67","0.38","0.25","1","0","1089.00","6360.24","low_value_Customer","Family","Free Cancelation"
"25","F","false","true","usa","reno","RNO","2023-01-10","522184","39","9","32.33","291","604 days 04:53:00","763","0.89","8.02","0","0","","","","","0.00","0.00","0","0","0.00","","No_trips_booked","Local","30% off first travel"
"47","F","true","false","usa","minneapolis","MSP","2023-01-10","522201","69","8","65.13","521","621 days 03:31:00","763","0.38","7.98","1","0","","","","","0.00","0.13","0","0","2310.00","","low_value_Customer","Local","Free Meal"
"51","F","true","true","usa","nashville","BNA","2023-01-10","522223","108","8","100.25","802","636 days 13:29:00","763","0.38","8.02","4","8","0.75","1.25","2038.21","7.25","0.50","0.50","0","0","3911.00","19931.48","low_value_Customer","Family","Free Cancelation"
"41","M","false","false","usa","norfolk","NGU","2023-01-10","522233","103","7","207.00","1449","586 days 14:17:00","763","0.29","7.03","5","8","0.75","1.25","2289.51","6.75","0.57","0.71","1","1","3546.80","20959.20","low_value_Customer","Local","Free Meal"
"30","F","false","false","usa","louisville","LOU","2023-01-10","522237","120","9","100.44","904","579 days 09:56:00","763","0.33","7.92","4","3","1.00","2.00","1475.63","7.50","0.22","0.44","0","0","3420.00","5213.85","low_value_Customer","Couple","Free hotel night"
"32","F","false","false","usa","oklahoma city","TIK","2023-01-10","522263","93","8","86.50","692","580 days 22:06:00","763","0.38","8.09","2","4","0.00","1.00","2225.68","8.00","0.25","0.25","1","1","1125.30","4154.54","low_value_Customer","Solo","10% Discount on next trip"
"43","F","false","true","usa","bakersfield","BFL","2023-01-10","522265","150","8","139.63","1117","644 days 06:54:00","763","0.13","8.07","4","6","0.33","1.00","2472.76","6.33","0.38","0.50","0","2","1368.30","9441.72","low_value_Customer","Solo","10% Discount on next trip"
"48","F","false","false","usa","anchorage","EDF","2023-01-10","522276","85","8","79.63","637","689 days 01:26:00","763","0.63","7.95","2","4","1.50","2.00","4005.06","8.50","0.25","0.25","0","0","1688.00","13903.12","high_value_Customer","Couple","Free hotel night"
"46","F","false","false","canada","edmonton","YXD","2023-01-10","522286","96","8","90.00","720","653 days 08:35:00","763","0.38","8.01","3","6","1.00","1.00","2456.54","6.33","0.38","0.25","0","0","606.00","8976.18","low_value_Customer","Business","Free Priority Boarding"
"35","F","false","false","usa","baltimore","BWI","2023-01-10","522315","149","8","139.38","1115","639 days 09:58:00","763","0.13","7.96","2","4","0.00","1.00","706.58","6.50","0.25","0.25","0","0","787.00","1706.24","low_value_Customer","Business","Free Priority Boarding"
"48","F","false","false","usa","little rock","LIT","2023-01-10","522323","99","8","92.00","736","594 days 05:44:00","763","0.13","8.04","5","8","0.50","1.00","677.39","7.75","0.50","0.38","0","1","2251.60","6060.64","low_value_Customer","Solo","10% Discount on next trip"
"34","F","false","false","usa","memphis","MEM","2023-01-10","522364","107","8","99.38","795","602 days 08:26:00","763","0.25","8.01","3","6","0.67","1.00","1422.07","7.00","0.38","0.38","0","1","912.60","5423.40","low_value_Customer","Solo","10% Discount on next trip"
"38","F","false","true","usa","new york","LGA","2023-01-10","522373","109","8","101.25","810","646 days 04:45:00","763","0.13","8.09","2","4","0.00","1.50","2733.83","8.50","0.25","0.25","0","0","319.00","6255.84","low_value_Customer","Family","Free Cancelation"
"52","F","false","false","usa","kansas city","MCI","2023-01-10","522375","78","8","73.00","584","571 days 09:06:00","763","0.50","8.05","3","6","0.67","1.00","1426.06","6.00","0.38","0.25","0","1","2739.60","7490.04","low_value_Customer","Solo","10% Discount on next trip"
"23","F","false","false","usa","louisville","LOU","2023-01-10","522387","73","8","68.25","546","583 days 03:09:00","763","0.50","7.95","1","0","","","","","0.00","0.13","0","0","4800.00","","low_value_Customer","Local","Free Meal"
"45","M","false","false","usa","san antonio","RND","2023-01-10","522402","97","8","89.63","717","577 days 07:14:00","763","0.38","8.21","3","6","0.33","1.33","941.09","7.00","0.38","0.25","1","0","659.00","3619.28","low_value_Customer","Local","Free Meal"
"32","F","true","false","usa","oakland","OAK","2023-01-10","522420","61","8","56.63","453","652 days 16:25:00","763","0.63","8.09","1","2","0.00","1.00","19776.72","280.00","0.13","0.13","0","0","510.00","5290.82","high_value_Customer","Solo","10% Discount on next trip"
"44","M","false","true","canada","toronto","YYZ","2023-01-10","522426","182","8","168.50","1348","605 days 18:03:00","763","0.25","8.07","4","8","0.25","1.25","527.61","7.25","0.50","0.50","1","0","423.00","4569.48","low_value_Customer","Family","Free Cancelation"
"25","M","false","false","usa","san antonio","SAT","2023-01-10","522427","112","8","104.25","834","596 days 05:18:00","763","0.25","8.04","3","4","0.50","1.00","2689.03","5.00","0.25","0.38","1","0","4294.00","7990.36","low_value_Customer","Solo","10% Discount on next trip"
"56","M","true","true","canada","vancouver","YVR","2023-01-10","522438","231","8","214.38","1715","601 days 04:30:00","763","0.00","8.08","5","10","0.40","1.20","2423.10","5.80","0.63","0.63","0","1","1996.70","28801.60","high_value_Customer","Family","Free Cancelation"
"35","M","true","false","usa","new york","LGA","2023-01-10","522441","115","8","106.75","854","674 days 01:19:00","763","0.38","8.09","3","6","0.67","1.00","1668.46","10.33","0.38","0.38","0","1","560.80","5909.56","low_value_Customer","Business","Free Priority Boarding"
"48","F","true","false","usa","stockton","SCK","2023-01-10","522445","153","9","126.22","1136","572 days 06:53:00","763","0.33","8.01","2","2","0.00","1.00","3121.88","7.00","0.11","0.22","0","0","7505.00","8646.86","low_value_Customer","Solo","10% Discount on next trip"
"37","F","false","true","usa","san diego","NZY","2023-01-10","522457","202","8","186.75","1494","610 days 01:28:00","763","0.13","8.08","6","12","0.50","1.17","2948.72","8.50","0.75","0.63","1","0","3424.00","46884.88","high_value_Customer","Family","Free Cancelation"
"65","M","true","false","usa","new york","LGA","2023-01-10","522465","95","8","88.88","711","580 days 07:03:00","763","0.13","8.04","4","6","1.33","1.00","2993.80","9.00","0.38","0.38","1","0","5279.00","14959.94","low_value_Customer","Solo","10% Discount on next trip"
